se_model_id,se_model_name,adaptation_type,immediate_ancestor,ancestor_rel_type_raw,max_lineage_length,base_model,se_task_id,se_task,se_activity_id,se_activity
krgl/Llama-Primus-Reasoning_8bit-gguf,Llama-Primus-Reasoning_8bit-gguf,Quantized,trendmicro-ailab/Llama-Primus-Reasoning,IS_QUANTIZED_FROM,5,meta-llama/Llama-3.1-8B,cybersecurity,cybersecurity,software quality assurance,software quality assurance
mradermacher/Qwen3-MOE-6x0.6B-3.6B-Writing-On-Fire-Uncensored-GGUF,Qwen3-MOE-6x0.6B-3.6B-Writing-On-Fire-Uncensored-GGUF,Quantized,DavidAU/Qwen3-MOE-6x0.6B-3.6B-Writing-On-Fire-Uncensored,IS_QUANTIZED_FROM,5,Qwen/Qwen3-0.6B-Base; mrfakename/qwen3-0.6b-writing; XuezhaOrg/Qwen3Novel-0.6B,coding; code generation,coding; code generation,software implementation,software implementation
mradermacher/Qwen3-ST-The-Next-Generation-II-v1-256k-ctx-6B-i1-GGUF,Qwen3-ST-The-Next-Generation-II-v1-256k-ctx-6B-i1-GGUF,Fine-tuned,mradermacher/Qwen3-ST-The-Next-Generation-II-E32-v1-256k-ctx-6B-GGUF,IS_FINETUNED_FROM,5,Qwen/Qwen3-4B-Thinking-2507,coding; code generation,coding; code generation,software implementation,software implementation
mradermacher/Qwen3-ST-The-Next-Generation-v1-256k-ctx-6B-GGUF,Qwen3-ST-The-Next-Generation-v1-256k-ctx-6B-GGUF,Fine-tuned,mradermacher/Qwen3-ST-The-Next-Generation-II-E32-v1-256k-ctx-6B-GGUF,IS_FINETUNED_FROM,5,Qwen/Qwen3-4B-Thinking-2507,code generation,code generation,software implementation,software implementation
mradermacher/Qwen3-ST-The-Next-Generation-v1-256k-ctx-6B-i1-GGUF,Qwen3-ST-The-Next-Generation-v1-256k-ctx-6B-i1-GGUF,Fine-tuned,mradermacher/Qwen3-ST-The-Next-Generation-II-E32-v1-256k-ctx-6B-GGUF,IS_FINETUNED_FROM,5,Qwen/Qwen3-4B-Thinking-2507,coding; code generation,coding; code generation,software implementation,software implementation
nightmedia/VibeCoder-20b-RL1_0-qx86-hi-mlx,VibeCoder-20b-RL1_0-qx86-hi-mlx,Quantized,EpistemeAI/VibeCoder-20b-RL1_0,IS_QUANTIZED_FROM,5,openai/gpt-oss-120b,coding,coding,software implementation,software implementation
nitky/FuseO1-DeepSeekR1-QwQ-SkyT1-Flash-Japanese-ABEJA-32B-Preview,FuseO1-DeepSeekR1-QwQ-SkyT1-Flash-Japanese-ABEJA-32B-Preview,Merge,nitky/FuseO1-DeepSeekR1-QwQ-SkyT1-Flash-Japanese-32B-Preview; abeja/ABEJA-Qwen2.5-32b-Japanese-v0.1,IS_MERGE_OF,5,Qwen/Qwen2.5-32B; Qwen/Qwen2.5-3B,code generation,code generation,software implementation,software implementation
nitky/FuseO1-DeepSeekR1-QwQ-SkyT1-Flash-Japanese-Bakeneko-32B-Preview,FuseO1-DeepSeekR1-QwQ-SkyT1-Flash-Japanese-Bakeneko-32B-Preview,Merge,nitky/FuseO1-DeepSeekR1-QwQ-SkyT1-Flash-Japanese-32B-Preview; rinna/qwen2.5-bakeneko-32b,IS_MERGE_OF,5,Qwen/Qwen2.5-32B; Qwen/Qwen2.5-3B,code generation,code generation,software implementation,software implementation
prithivMLmods/Megatron-Opus-14B-Exp,Megatron-Opus-14B-Exp,Fine-tuned,prithivMLmods/Primal-Opus-14B-Optimus-v1,IS_FINETUNED_FROM,5,Qwen/Qwen2.5-14B,code generation; data analysis,code generation; data analysis,software implementation,software implementation
prithivMLmods/Primal-Opus-14B-Optimus-v2,Primal-Opus-14B-Optimus-v2,Fine-tuned,prithivMLmods/Primal-Opus-14B-Optimus-v1,IS_FINETUNED_FROM,5,Qwen/Qwen2.5-14B,code generation; data analysis,code generation; data analysis,software implementation,software implementation
thuniverse-ai/SiliconMind-V1-Olmo-3-7B-Think-GGUF,SiliconMind-V1-Olmo-3-7B-Think-GGUF,Quantized,AS-SiliconMind/SiliconMind-V1-Olmo-3-7B-Think,IS_QUANTIZED_FROM,5,allenai/Olmo-3-1025-7B,code generation,code generation,software implementation,software implementation
zhengchenphd/ICE-GRT,ICE-GRT,Fine-tuned,lmsys/vicuna-13b-v1.5-16k,IS_FINETUNED_FROM,5,meta-llama/Llama-3.2-1B; openai/whisper-large-v2,code generation,code generation,software implementation,software implementation
0xSero/GLM-4.7-218B-W4A16,GLM-4.7-218B-W4A16,Quantized,cerebras/GLM-4.7-REAP-218B-A32B,IS_QUANTIZED_FROM,4,zai-org/GLM-4.5,code generation,code generation,software implementation,software implementation
Astardeeppro/OpenAi-GPT-oss-20b-abliterated-uncensored-NEO-Imatrix-gguf,OpenAi-GPT-oss-20b-abliterated-uncensored-NEO-Imatrix-gguf,Quantized,huihui-ai/Huihui-gpt-oss-20b-BF16-abliterated,IS_QUANTIZED_FROM,4,openai/gpt-oss-120b,code generation,code generation,software implementation,software implementation
BeboBob/Qwen3-Zero-Coder-Reasoning-V2-0.8B-openvino,Qwen3-Zero-Coder-Reasoning-V2-0.8B-openvino,Fine-tuned,DavidAU/Qwen3-Zero-Coder-Reasoning-V2-0.8B,IS_FINETUNED_FROM,4,Qwen/Qwen3-0.6B-Base,coding; code generation,coding; code generation,software implementation,software implementation
Bifrost-AI/NextCoder-Mirage-sol-7B,NextCoder-Mirage-sol-7B,Fine-tuned,microsoft/NextCoder-7B,IS_FINETUNED_FROM,4,Qwen/Qwen2.5-7B,coding,coding,software implementation,software implementation
BugTraceAI/BugTraceAI-CORE-Fast,BugTraceAI-CORE-Fast,Quantized,unsloth/Qwen2.5-Coder-7B-Instruct-bnb-4bit,IS_QUANTIZED_FROM,4,Qwen/Qwen2.5-7B,information security,information security,software quality assurance,software quality assurance
D1rtyB1rd/Looking-Glass-Alice-Thinking-NSFW-RP,Looking-Glass-Alice-Thinking-NSFW-RP,Fine-tuned,D1rtyB1rd/Egregore-Alice-RP-NSFW-12B,IS_FINETUNED_FROM,4,mistralai/Mistral-Nemo-Base-2407,coding,coding,software implementation,software implementation
Daemontatox/Tiny-OR1-Rust-bnb-4bit,Tiny-OR1-Rust-bnb-4bit,Quantized,Daemontatox/Tiny-OR1-Rust,IS_QUANTIZED_FROM,4,Qwen/Qwen3-1.7B-Base,code understanding; coding; code generation; code completion,code understanding; coding; code generation; code completion,software implementation,software implementation
DavidAU/OpenAi-GPT-oss-20b-abliterated-uncensored-NEO-Imatrix-gguf,OpenAi-GPT-oss-20b-abliterated-uncensored-NEO-Imatrix-gguf,Quantized,huihui-ai/Huihui-gpt-oss-20b-BF16-abliterated,IS_QUANTIZED_FROM,4,openai/gpt-oss-120b,coding,coding,software implementation,software implementation
DavidAU/Qwen3-MOE-6x0.6B-3.6B-Writing-On-Fire-Uncensored,Qwen3-MOE-6x0.6B-3.6B-Writing-On-Fire-Uncensored,Merge,Goekdeniz-Guelmez/Josiefied-Qwen3-0.6B-abliterated-v1; mrfakename/qwen3-0.6b-writing; XuezhaOrg/Qwen3Novel-0.6B; marcuscedricridia/Qwill-0.6b-IT; lunahr/Qwen3-0.6B-Medical-Expert-abliterated; mrfakename/dreamwriter-0.6b-beta,IS_MERGE_OF,4,Qwen/Qwen3-0.6B-Base; mrfakename/qwen3-0.6b-writing; XuezhaOrg/Qwen3Novel-0.6B,coding; code generation,coding; code generation,software implementation,software implementation
EpistemeAI/VibeCoder-20B-alpha-0.001,VibeCoder-20B-alpha-0.001,Quantized,EpistemeAI/VibeCoder-20B-alpha,IS_QUANTIZED_FROM,4,openai/gpt-oss-120b,coding; rapid prototyping; code generation; code completion,coding; rapid prototyping; code generation; code completion,software design; software implementation,software design; software implementation
EpistemeAI/VibeCoder-20b-RL1_0,VibeCoder-20b-RL1_0,Quantized,EpistemeAI/VibeCoder-20b-0.02-Debugger,IS_QUANTIZED_FROM,4,openai/gpt-oss-120b,coding; code generation; code completion,coding; code generation; code completion,software implementation,software implementation
FBogaerts/NextCoder-7B-Finetuned,NextCoder-7B-Finetuned,Fine-tuned,microsoft/NextCoder-7B,IS_FINETUNED_FROM,4,Qwen/Qwen2.5-7B,construction for security,construction for security,software quality assurance,software quality assurance
Goekdeniz-Guelmez/Josiefied-Qwen2.5-Coder-7B-Instruct-abliterated-v1-gguf,Josiefied-Qwen2.5-Coder-7B-Instruct-abliterated-v1-gguf,Quantized,Goekdeniz-Guelmez/Josiefied-Qwen2.5-Coder-7B-Instruct-abliterated-v1,IS_QUANTIZED_FROM,4,Qwen/Qwen2.5-7B,debugging,debugging,software maintenance,software maintenance
Inlest/OpenAi-GPT-oss-20b-abliterated-uncensored-NEO-Imatrix-gguf,OpenAi-GPT-oss-20b-abliterated-uncensored-NEO-Imatrix-gguf,Quantized,huihui-ai/Huihui-gpt-oss-20b-BF16-abliterated,IS_QUANTIZED_FROM,4,openai/gpt-oss-120b,coding; code generation,coding; code generation,software implementation,software implementation
Kortix/FastApply-1.5B-v1.0,FastApply-1.5B-v1.0,Fine-tuned,unsloth/Qwen2.5-Coder-1.5B-Instruct-bnb-4bit,IS_FINETUNED_FROM,4,Qwen/Qwen2.5-1.5B,code editing,code editing,software implementation,software implementation
Kortix/FastApply-7B-v1.0,FastApply-7B-v1.0,Fine-tuned,unsloth/Qwen2.5-Coder-7B-Instruct-bnb-4bit,IS_FINETUNED_FROM,4,Qwen/Qwen2.5-7B,code editing,code editing,software implementation,software implementation
LSXPrime/ProseFlow-v1-1.5B-Instruct-GGUF,ProseFlow-v1-1.5B-Instruct-GGUF,Quantized,LSXPrime/ProseFlow-v1-1.5B-Instruct,IS_QUANTIZED_FROM,4,Qwen/Qwen2.5-1.5B,coding; sentiment analysis,coding; sentiment analysis,software implementation; software maintenance,software implementation; software maintenance
LoneStriker/Code-290k-13B-3.0bpw-h6-exl2,Code-290k-13B-3.0bpw-h6-exl2,Fine-tuned,fixie-ai/ultravox-v0_5-llama-3_2-1b,IS_FINETUNED_FROM,4,meta-llama/Llama-3.2-1B; openai/whisper-large-v2,code generation,code generation,software implementation,software implementation
LoneStriker/OpenHermes-2.5-Code-290k-13B-GGUF,OpenHermes-2.5-Code-290k-13B-GGUF,Fine-tuned,fixie-ai/ultravox-v0_5-llama-3_2-1b,IS_FINETUNED_FROM,4,meta-llama/Llama-3.2-1B; openai/whisper-large-v2,coding,coding,software implementation,software implementation
ManuelZnnmc/OpenAi-GPT-oss-20b-abliterated-uncensored-NEO-Imatrix-gguf,OpenAi-GPT-oss-20b-abliterated-uncensored-NEO-Imatrix-gguf,Quantized,huihui-ai/Huihui-gpt-oss-20b-BF16-abliterated,IS_QUANTIZED_FROM,4,openai/gpt-oss-120b,code generation,code generation,software implementation,software implementation
MaziyarPanahi/calme-2.1-rys-78b,calme-2.1-rys-78b,Fine-tuned,dnhkng/RYS-XLarge,IS_FINETUNED_FROM,4,Qwen/Qwen2-72B,code generation,code generation,software implementation,software implementation
Mungert/DiffuCoder-7B-cpGRPO-GGUF,DiffuCoder-7B-cpGRPO-GGUF,Quantized,apple/DiffuCoder-7B-Instruct,IS_QUANTIZED_FROM,4,Qwen/Qwen2.5-7B,coding; code generation,coding; code generation,software implementation,software implementation
NoirZangetsu/Qwen2.5-0.5B-Flutter-2,Qwen2.5-0.5B-Flutter-2,Fine-tuned,unsloth/Qwen2.5-Coder-0.5B-Instruct-bnb-4bit,IS_FINETUNED_FROM,4,Qwen/Qwen2.5-0.5B,code generation,code generation,software implementation,software implementation
QuantFactory/FastApply-1.5B-v1.0-GGUF,FastApply-1.5B-v1.0-GGUF,Fine-tuned,unsloth/Qwen2.5-Coder-1.5B-Instruct-bnb-4bit,IS_FINETUNED_FROM,4,Qwen/Qwen2.5-1.5B,code editing,code editing,software implementation,software implementation
QuantFactory/FastApply-7B-v1.0-GGUF,FastApply-7B-v1.0-GGUF,Fine-tuned,unsloth/Qwen2.5-Coder-7B-Instruct-bnb-4bit,IS_FINETUNED_FROM,4,Qwen/Qwen2.5-7B,code editing,code editing,software implementation,software implementation
QuantFactory/Minitron-4B-Base-GGUF,Minitron-4B-Base-GGUF,Quantized,nvidia/Minitron-4B-Base,IS_QUANTIZED_FROM,4,ServiceNow-AI/Apriel-Nemotron-15b-Thinker,code generation,code generation,software implementation,software implementation
RedHatAI/Llama-2-7b-dolphin-open_platypus-pruned_70,Llama-2-7b-dolphin-open_platypus-pruned_70,Fine-tuned,RedHatAI/Llama-2-7b-pruned70-retrained,IS_FINETUNED_FROM,4,meta-llama/Llama-2-7b,code generation,code generation,software implementation,software implementation
RedHatAI/Llama-2-7b-evol-code-alpaca-pruned_50-quantized-deepsparse,Llama-2-7b-evol-code-alpaca-pruned_50-quantized-deepsparse,Quantized,RedHatAI/Llama-2-7b-evol-code-alpaca-pruned_50,IS_QUANTIZED_FROM,4,meta-llama/Llama-2-7b,code generation,code generation,software implementation,software implementation
RedHatAI/Llama-2-7b-evol-code-alpaca-pruned_70,Llama-2-7b-evol-code-alpaca-pruned_70,Fine-tuned,RedHatAI/Llama-2-7b-pruned70-retrained,IS_FINETUNED_FROM,4,meta-llama/Llama-2-7b,code generation,code generation,software implementation,software implementation
RedHatAI/Llama-2-7b-ultrachat200k-pruned_50-quantized-deepsparse,Llama-2-7b-ultrachat200k-pruned_50-quantized-deepsparse,Quantized,RedHatAI/Llama-2-7b-ultrachat200k-pruned_50,IS_QUANTIZED_FROM,4,meta-llama/Llama-2-7b,code generation,code generation,software implementation,software implementation
RichardErkhov/Kortix_-_FastApply-1.5B-v1.0-awq,Kortix_-_FastApply-1.5B-v1.0-awq,Quantized,unsloth/Qwen2.5-Coder-1.5B-Instruct-bnb-4bit,IS_QUANTIZED_FROM,4,Qwen/Qwen2.5-1.5B,code editing,code editing,software implementation,software implementation
RichardErkhov/Kortix_-_FastApply-1.5B-v1.0-gguf,Kortix_-_FastApply-1.5B-v1.0-gguf,Quantized,unsloth/Qwen2.5-Coder-1.5B-Instruct-bnb-4bit,IS_QUANTIZED_FROM,4,Qwen/Qwen2.5-1.5B,code editing,code editing,software implementation,software implementation
RichardErkhov/ai-nexuz_-_llama-3.2-1b-instruct-fine-tuned-gguf,ai-nexuz_-_llama-3.2-1b-instruct-fine-tuned-gguf,Quantized,unsloth/Llama-3.2-1B-Instruct,IS_QUANTIZED_FROM,4,meta-llama/Llama-3.1-8B,code generation,code generation,software implementation,software implementation
RichardErkhov/ed001_-_datagemma-2b-gguf,ed001_-_datagemma-2b-gguf,Quantized,ed001/datagemma-2b,IS_QUANTIZED_FROM,4,google/gemma-4-26B-A4B,code generation,code generation,software implementation,software implementation
RichardErkhov/openbmb_-_Eurus-70b-nca-gguf,openbmb_-_Eurus-70b-nca-gguf,Quantized,openbmb/Eurus-70b-nca,IS_QUANTIZED_FROM,4,codellama/CodeLlama-70b-Instruct-hf,coding; code generation,coding; code generation,software implementation,software implementation
RichardErkhov/openbmb_-_Eurus-7b-sft-gguf,openbmb_-_Eurus-7b-sft-gguf,Quantized,openbmb/Eurus-7b-sft,IS_QUANTIZED_FROM,4,mistral-community/Mistral-7B-v0.2,coding; code generation,coding; code generation,software implementation,software implementation
RichardErkhov/unsloth_-_Qwen2.5-Coder-1.5B-Instruct-gguf,unsloth_-_Qwen2.5-Coder-1.5B-Instruct-gguf,Quantized,unsloth/Qwen2.5-Coder-1.5B-Instruct,IS_QUANTIZED_FROM,4,Qwen/Qwen2.5-1.5B,code generation,code generation,software implementation,software implementation
RichardErkhov/uukuguy_-_speechless-mistral-dolphin-orca-platypus-samantha-7b-gguf,uukuguy_-_speechless-mistral-dolphin-orca-platypus-samantha-7b-gguf,Merge,Open-Orca/Mistral-7B-OpenOrca; dphn/dolphin-2.1-mistral-7b; bhenrym14/mistral-7b-platypus-fp16; QuixiAI/samantha-1.2-mistral-7b,IS_MERGE_OF,4,mistralai/Mistral-7B-v0.1; mistral-community/Mistral-7B-v0.2,code generation,code generation,software implementation,software implementation
RichardErkhov/uukuguy_-_speechless-mistral-six-in-one-7b-gguf,uukuguy_-_speechless-mistral-six-in-one-7b-gguf,Merge,Open-Orca/Mistral-7B-OpenOrca; dphn/dolphin-2.1-mistral-7b; bhenrym14/mistral-7b-platypus-fp16; QuixiAI/samantha-1.2-mistral-7b; teknium/CollectiveCognition-v1.1-Mistral-7B; HuggingFaceH4/zephyr-7b-alpha,IS_MERGE_OF,4,mistralai/Mistral-7B-v0.1; mistral-community/Mistral-7B-v0.2,code generation,code generation,software implementation,software implementation
SandLogicTechnologies/Nxcode-CQ-7B-orpo-GGUF,Nxcode-CQ-7B-orpo-GGUF,Quantized,NTQAI/Nxcode-CQ-7B-orpo,IS_QUANTIZED_FROM,4,Qwen/Qwen1.5-1.8B-Chat,coding; code generation; code completion,coding; code generation; code completion,software implementation,software implementation
Solaren/Qwen3-MOE-4x0.6B-2.4B-Writing-Thunder-Q8_0-GGUF,Qwen3-MOE-4x0.6B-2.4B-Writing-Thunder-Q8_0-GGUF,Quantized,DavidAU/Qwen3-MOE-4x0.6B-2.4B-Writing-Thunder,IS_QUANTIZED_FROM,4,Qwen/Qwen3-0.6B-Base,code generation,code generation,software implementation,software implementation
TendieLabs/Fred-7B,Fred-7B,Fine-tuned,allenai/Olmo-3-7B-Think,IS_FINETUNED_FROM,4,allenai/Olmo-3-1025-7B,code generation,code generation,software implementation,software implementation
TevunahAi/NextCoder-14B-2048-Calibration-FP8,NextCoder-14B-2048-Calibration-FP8,Quantized,microsoft/NextCoder-14B,IS_QUANTIZED_FROM,4,Qwen/Qwen2.5-14B,coding,coding,software implementation,software implementation
TevunahAi/NextCoder-32B-2048-Calibration-FP8,NextCoder-32B-2048-Calibration-FP8,Quantized,microsoft/NextCoder-32B,IS_QUANTIZED_FROM,4,Qwen/Qwen2.5-32B,coding; code generation,coding; code generation,software implementation,software implementation
TevunahAi/NextCoder-32B-TevunahAi-GPTQ,NextCoder-32B-TevunahAi-GPTQ,Quantized,microsoft/NextCoder-32B,IS_QUANTIZED_FROM,4,Qwen/Qwen2.5-32B,code understanding; code generation; code completion; code editing,code understanding; code generation; code completion; code editing,software implementation,software implementation
TevunahAi/NextCoder-7B-2048-Calibration-FP8,NextCoder-7B-2048-Calibration-FP8,Quantized,microsoft/NextCoder-7B,IS_QUANTIZED_FROM,4,Qwen/Qwen2.5-7B,coding; code generation,coding; code generation,software implementation,software implementation
TheBloke/Code-33B-AWQ,Code-33B-AWQ,Quantized,ajibawa-2023/Code-33B,IS_QUANTIZED_FROM,4,meta-llama/Llama-3.1-8B,code generation,code generation,software implementation,software implementation
TheBloke/Code-33B-GGUF,Code-33B-GGUF,Quantized,ajibawa-2023/Code-33B,IS_QUANTIZED_FROM,4,meta-llama/Llama-3.1-8B,code generation,code generation,software implementation,software implementation
TheBloke/Code-33B-GPTQ,Code-33B-GPTQ,Quantized,ajibawa-2023/Code-33B,IS_QUANTIZED_FROM,4,meta-llama/Llama-3.1-8B,code generation,code generation,software implementation,software implementation
TheBloke/KAI-7B-beta-GGUF,KAI-7B-beta-GGUF,Quantized,Keynote-Technology/KAI-7B-v0.1,IS_QUANTIZED_FROM,4,mistral-community/Mistral-7B-v0.2,coding,coding,software implementation,software implementation
TheBloke/Pandalyst-7B-v1.2-AWQ,Pandalyst-7B-v1.2-AWQ,Quantized,pipizhao/Pandalyst-7B-V1.2,IS_QUANTIZED_FROM,4,meta-llama/CodeLlama-7b-hf,data analysis,data analysis,software implementation,software implementation
TheBloke/Pandalyst-7B-v1.2-GPTQ,Pandalyst-7B-v1.2-GPTQ,Quantized,pipizhao/Pandalyst-7B-V1.2,IS_QUANTIZED_FROM,4,meta-llama/CodeLlama-7b-hf,data analysis,data analysis,software implementation,software implementation
TheBloke/Python-Code-33B-AWQ,Python-Code-33B-AWQ,Quantized,ajibawa-2023/Python-Code-33B,IS_QUANTIZED_FROM,4,meta-llama/Llama-3.1-8B,code generation,code generation,software implementation,software implementation
TheBloke/Python-Code-33B-GGUF,Python-Code-33B-GGUF,Quantized,ajibawa-2023/Python-Code-33B,IS_QUANTIZED_FROM,4,meta-llama/Llama-3.1-8B,code generation,code generation,software implementation,software implementation
TheBloke/Python-Code-33B-GPTQ,Python-Code-33B-GPTQ,Quantized,ajibawa-2023/Python-Code-33B,IS_QUANTIZED_FROM,4,meta-llama/Llama-3.1-8B,code generation,code generation,software implementation,software implementation
TheBloke/tulu-30B-AWQ,tulu-30B-AWQ,Quantized,allenai/tulu-30b,IS_QUANTIZED_FROM,4,meta-llama/Llama-3.1-8B,coding; code generation,coding; code generation,software implementation,software implementation
TheBloke/tulu-30B-fp16,tulu-30B-fp16,Merge,allenai/tulu-30b,IS_MERGE_OF,4,meta-llama/Llama-3.1-8B,coding; code generation,coding; code generation,software implementation,software implementation
Vinitha2004/qwen-coder-1.5B-Instruct-AWQ-t2,qwen-coder-1.5B-Instruct-AWQ-t2,Adapter,Qwen/Qwen2.5-Coder-3B-Instruct-AWQ,IS_ADAPTER_OF,4,Qwen/Qwen2.5-3B,code generation; code editing,code generation; code editing,software implementation,software implementation
ZeroXClem/Llama-3-Aetheric-Hermes-Lexi-Smaug-8B,Llama-3-Aetheric-Hermes-Lexi-Smaug-8B,Merge,Orenguteng/Llama-3-8B-Lexi-Uncensored; abacusai/Llama-3-Smaug-8B; vicgalle/Configurable-Hermes-2-Pro-Llama-3-8B; maldv/badger-writer-llama-3-8b,IS_MERGE_OF,4,meta-llama/Llama-3.1-8B; meta-llama/Meta-Llama-3-8B-Instruct; NousResearch/Meta-Llama-3-8B; maldv/badger-lambda-llama-3-8b,code generation,code generation,software implementation,software implementation
ZeroXClem/Qwen2.5-7B-DistilPrism,Qwen2.5-7B-DistilPrism,Merge,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B; mobiuslabsgmbh/DeepSeek-R1-ReDistill-Qwen-7B-v1.1; huihui-ai/DeepSeek-R1-Distill-Qwen-7B-abliterated-v2,IS_MERGE_OF,4,Qwen/Qwen2.5-7B,code generation,code generation,software implementation,software implementation
ZeroXClem/Qwen3-1.7B-TardigradePro,Qwen3-1.7B-TardigradePro,Merge,Qwen/Qwen3-1.7B-Base; prithivMLmods/Demeter-LongCoT-Qwen3-1.7B; XformAI-india/qwen-1.7b-coder; prithivMLmods/Capricornus-MoT-1.7B-Supreme1; ertghiu256/qwen3-1.7b-mixture-of-thought; prithivMLmods/Regulus-Qwen3-R1-Llama-Distill-1.7B,IS_MERGE_OF,4,Qwen/Qwen3-1.7B-Base,coding; code generation,coding; code generation,software implementation,software implementation
ZeroXClem/Qwen3-4B-CrystalSonic,Qwen3-4B-CrystalSonic,Merge,prithivMLmods/Muscae-Qwen3-UI-Code-4B; Qwen/Qwen3-4B-Thinking-2507; Liontix/Qwen3-4B-Claude-Sonnet-4-Reasoning-Distill-Safetensor; FractalAIResearch/Fathom-Search-4B,IS_MERGE_OF,4,Qwen/Qwen3-4B-Base; Qwen/Qwen3-4B-Thinking-2507,code generation,code generation,software implementation,software implementation
ZeroXClem/Qwen3-4B-Hermes-Axion-Pro,Qwen3-4B-Hermes-Axion-Pro,Merge,Qwen/Qwen3-4B-Thinking-2507; bunnycore/Qwen3-4B-Pro; ertghiu256/Qwen3-4b-tcomanr-merge-v2.2; ertghiu256/Qwen3-4B-Thinking-2507-Hermes-3,IS_MERGE_OF,4,Qwen/Qwen3-4B-Thinking-2507; Qwen/Qwen3-4B-Base,code generation,code generation,software implementation,software implementation
aayanmishra-ml/Atlas-Pro-1.5B-Preview-GGUF,Atlas-Pro-1.5B-Preview-GGUF,Quantized,aayanmishra-ml/Athena-R3-1.5B,IS_QUANTIZED_FROM,4,Qwen/Qwen2.5-1.5B,code generation,code generation,software implementation,software implementation
adityakum667388/lumichat_coder-v2.1,lumichat_coder-v2.1,Quantized,unsloth/Qwen2.5-Coder-1.5B-Instruct,IS_QUANTIZED_FROM,4,Qwen/Qwen2.5-1.5B,coding; code generation,coding; code generation,software implementation,software implementation
ai-nexuz/llama-3.2-1b-instruct-fine-tuned,llama-3.2-1b-instruct-fine-tuned,Fine-tuned,unsloth/Llama-3.2-1B-Instruct,IS_FINETUNED_FROM,4,meta-llama/Llama-3.1-8B,code generation,code generation,software implementation,software implementation
